"","Age","Gender","Country","state","family_history","self_employed","remote_work","tech_company","care_options","wellness_program","seek_help","anonymity","leave","treatment","benefits","supervisor","mental_health_interview","mental_health_consequence","phys_health_interview","mental_vs_physical","obs_consequence"
"947",33,"Female","United Kingdom",NA,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","No","Yes","No","No","No","Don't know","No"
"948",43,"Male","United States","MI","No","No","Yes","Yes","Not sure","No","No","Don't know","Very difficult","No","No","No","No","Yes","Maybe","No","Yes"
"949",30,"Male","United Kingdom",NA,"No","Yes","No","Yes","Yes","No","No","No","Very difficult","Yes","No","No","No","Yes","No","Yes","Yes"
"950",40,"Male","United States","IN","Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","Yes","No","No","Maybe","Don't know","No"
"951",49,"Male","United States","GA","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","Yes","Yes","No","No","No","Yes","No"
"952",29,"Male","Germany",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","Yes","Maybe","No","Yes","Don't know","No"
"953",26,"Male","Germany",NA,"No","No","No","Yes","No","Don't know","Don't know","Don't know","Don't know","No","Don't know","Some of them","Maybe","No","Maybe","Don't know","No"
"954",38,"Male","United States","WA","No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Yes","Some of them","No","Maybe","Maybe","No","Yes"
"955",27,"Male","France",NA,"Yes","No","No","No","Yes","Don't know","No","Yes","Somewhat easy","No","Yes","Some of them","No","Maybe","Maybe","Don't know","Yes"
"956",26,"Male","Belgium",NA,"No","No","No","Yes","No","No","No","No","Somewhat easy","No","Yes","No","No","Maybe","No","Don't know","No"
"957",28,"Male","United Kingdom",NA,"Yes","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","Yes","No","Maybe","No","No","No"
"958",40,"Male","United States","ME","Yes","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Yes","No","Maybe","Maybe","No","No"
"959",37,"Female","Canada",NA,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","Yes","No","Some of them","Maybe","Yes","Maybe","Don't know","Yes"
"960",34,"Female","United Kingdom",NA,"Yes","No","Yes","No","Yes","No","Yes","No","Somewhat easy","Yes","Yes","No","No","Yes","No","Don't know","No"
"961",28,"Male","United States","NY","Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","Yes","Don't know","No"
"962",27,"Male","Canada",NA,"No","No","No","Yes","Not sure","Yes","No","Yes","Very easy","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
"963",29,"Male","United Kingdom",NA,"No","No","Yes","Yes","No","No","No","Don't know","Very easy","Yes","No","Yes","No","No","Yes","Yes","No"
"964",39,"Female","United Kingdom",NA,"Yes","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat difficult","No","Don't know","No","No","Yes","No","No","Yes"
"965",28,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","No","Somewhat difficult","No","No","No","No","Yes","Yes","Yes","No"
"966",23,"Male","United States","PA","Yes","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","No","Yes","No","No","No","Maybe","Don't know","No"
"967",38,"Male","United Kingdom",NA,"No","No","Yes","Yes","No","No","No","Yes","Somewhat easy","No","No","Yes","No","No","No","Don't know","No"
"968",19,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","Yes","Don't know","Very easy","No","Yes","Yes","No","No","No","Yes","No"
"969",30,"Female","United States","IL","Yes","No","No","Yes","Yes","Yes","Don't know","Yes","Very easy","Yes","Yes","No","No","No","No","Yes","No"
"970",28,"Male","United Kingdom",NA,"No","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","No","No","Maybe","No","Yes","No"
"971",20,"Male","India",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Don't know","No","No","Yes","Maybe","Yes","No"
"972",35,"Male","United Kingdom",NA,"No","Yes","No","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","No","Don't know","Yes","No","No","No","Don't know","No"
"973",39,"Male","United States","MN","No","No","Yes","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Yes","No","Maybe","No","Don't know","No"
"974",31,"Female","United States","TX","Yes","No","No","No","Not sure","No","Don't know","Don't know","Don't know","No","Yes","No","No","Yes","No","Don't know","No"
"975",32,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Yes","No","Don't know","No"
"976",27,"Male","Sweden",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No"
"977",25,"Male","United States","PA","Yes","No","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","Yes","Yes","Yes","Maybe","No","Maybe","Don't know","No"
"978",42,"Male","United States","IN","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","Yes","No","Maybe","Maybe","Don't know","No"
"979",34,"Male","United States","PA","Yes","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Yes","Maybe","No","Maybe","Don't know","No"
"980",26,"Female","United States","OH","No","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","Maybe","Maybe","Maybe","Don't know","Yes"
"981",35,"Male","United Kingdom",NA,"Yes","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","No","Some of them","No","Yes","Maybe","Yes","Yes"
"982",34,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","Don't know","Don't know","Very easy","No","Don't know","Yes","No","Maybe","No","Yes","No"
"983",38,"Male","United States","PA","Yes","No","Yes","No","Yes","No","Yes","Yes","Very easy","Yes","Yes","Yes","Yes","No","Yes","Don't know","No"
"984",34,"Male","United States","SD","No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","No","No","Yes","Maybe","Don't know","No"
"985",39,"Male","United States","IN","Yes","No","Yes","Yes","Yes","No","No","Yes","Somewhat easy","Yes","No","Yes","Maybe","No","Yes","Yes","No"
"986",44,"Female","United States","CA","No","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","No","No","Yes","No","Don't know","No"
"987",40,"Male","United States","TN","No","No","No","No","Yes","Yes","Yes","Yes","Don't know","No","Yes","Yes","No","Maybe","No","Don't know","No"
"988",33,"Female","United States","TX","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","No","Maybe","No","Yes","No"
"989",24,"Female","United States","TN","Yes","No","No","No","Yes","No","Don't know","Don't know","Somewhat difficult","No","Yes","Some of them","No","Yes","No","No","Yes"
"990",38,"Female","United States","OR","Yes","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","Don't know","No"
"991",31,"Male","United States","SD","No","No","No","Yes","Not sure","Yes","Yes","Yes","Don't know","No","Yes","Some of them","No","Yes","Maybe","Yes","No"
"992",23,"Male","Israel",NA,"No","No","No","Yes","Not sure","No","No","Yes","Very easy","No","Don't know","Yes","Maybe","Maybe","Yes","Don't know","No"
"993",26,"Female","United States","NY","No","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","Yes","No","No","Maybe","Yes","No"
"994",46,"Trans","United States","CT","No","No","No","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Yes","Some of them","No","Yes","No","No","Yes"
"995",30,"Male","United States","CA","Yes","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"996",25,"Male","United States",NA,"No","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","Don't know","Some of them","No","Yes","Yes","Don't know","Yes"
"997",19,"Male","Canada",NA,"No","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","Don't know","Some of them","No","No","Maybe","No","No"
"998",30,"Female","United States","GA","Yes","No","No","No","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Some of them","No","Maybe","No","No","Yes"
"999",32,"Male","United States","TN","No","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","Yes","Yes","No","No","Maybe","Yes","No"
"1000",32,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Maybe","Maybe","Don't know","No"
"1001",37,"Male","United States","IN","Yes","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","Don't know","Some of them","No","Maybe","Maybe","No","No"
"1002",42,"Male","United States","CA","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","No","Don't know","No"
"1003",25,"Female","United States","OR","No","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","Yes","Yes","Maybe","Maybe","No","Yes","No"
"1004",19,"Male","United States","IN","No","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","Don't know","No"
"1005",40,"Female","United States","GA","Yes","No","Yes","Yes","Yes","Yes","No","Don't know","Don't know","No","Yes","No","No","Yes","No","Don't know","No"
"1006",34,"Male","United States","IN","No","No","No","No","Not sure","Yes","Don't know","Don't know","Don't know","No","Yes","Yes","No","Maybe","No","Don't know","No"
"1007",26,"Male","United States","MN","Yes","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","Yes","No","No","No","Yes","No"
"1008",31,"Male","United States","MN","Yes","No","No","Yes","Not sure","Don't know","Don't know","Yes","Don't know","Yes","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"1009",40,"Male","United States","NC","Yes","No","Yes","No","Not sure","Yes","Don't know","Don't know","Don't know","No","Yes","Some of them","No","Yes","Maybe","No","No"
"1010",31,"Female","United States","FL","Yes","No","No","Yes","No","No","No","No","Very difficult","Yes","No","No","No","Yes","Yes","No","Yes"
"1011",36,"Male","United States","MN","No","No","No","No","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Yes","Maybe","Don't know","Yes"
"1012",35,"Male","Canada",NA,"Yes","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","Some of them","No","Maybe","No","Don't know","No"
"1013",26,"Male","Australia",NA,"Yes","No","Yes","Yes","No","No","No","Yes","Don't know","Yes","No","Yes","No","No","Maybe","Yes","No"
"1014",44,"Male","United States","MO","No","No","Yes","No","No","Don't know","Don't know","Yes","Don't know","No","Don't know","No","No","Yes","No","No","No"
"1015",34,"Female","United States","CA","No","No","No","Yes","Not sure","No","No","Don't know","Very easy","No","No","Yes","No","No","Maybe","Yes","No"
"1016",35,"Male","United States","OR","No","No","Yes","Yes","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No"
"1017",28,"Female","United States","OH","Yes","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","Don't know","Some of them","No","Yes","Maybe","No","No"
"1018",33,"Male","United States","NY","No","No","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","Yes","Yes","No","No","No","Yes","No"
"1019",40,"Male","United States","WI","Yes","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Yes","No","No","Yes","Maybe","Don't know","No"
"1020",26,"Male","United States","WA","No","No","No","Yes","Yes","No","No","Yes","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"1021",29,"Female","United Kingdom",NA,"No","No","No","No","Yes","No","No","Don't know","Don't know","Yes","Yes","No","No","Maybe","Yes","No","Yes"
"1022",26,"Female","Canada",NA,"Yes","No","No","Yes","Not sure","No","No","Yes","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"1023",33,"Male","Italy",NA,"Yes","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","Yes","No","Yes","No","No","No","Don't know","No"
"1024",28,"Male","Brazil",NA,"Yes","No","No","Yes","No","No","No","Don't know","Somewhat easy","No","No","Some of them","No","No","No","Don't know","Yes"
"1025",41,"Male","United States","IL","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Very difficult","Yes","No","Some of them","No","No","No","Yes","Yes"
"1026",39,"Male","United Kingdom",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Yes","No","Yes","No","No","Maybe","Yes","Yes"
"1027",26,"Female","United States","WA","Yes","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","Yes","Yes","No","No","Maybe","No","Yes"
"1028",23,"Female","United States","IL","Yes","No","No","No","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","No","Yes","Maybe","No","No"
"1029",35,"Male","Switzerland",NA,"Yes","No","No","Yes","Not sure","No","No","Yes","Very easy","Yes","Don't know","Some of them","No","No","Maybe","No","No"
"1030",36,"Male","United States","FL","No","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Very easy","No","Don't know","Some of them","No","No","No","Don't know","No"
"1031",42,"Male","United States","TN","No","No","No","No","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","No","No"
"1032",39,"Male","United States","WA","Yes","No","No","Yes","Yes","No","Don't know","Yes","Very easy","Yes","Yes","Yes","No","No","No","Yes","No"
"1033",27,"Male","United States","CA","No","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","Yes","Maybe","Maybe","Maybe","Don't know","No"
"1034",33,"Male","United States","FL","No","Yes","Yes","Yes","No","No","No","No","Very easy","No","Don't know","Yes","No","Maybe","Maybe","Yes","No"
"1035",31,"Male","Canada",NA,"Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"1036",28,"Female","United States","OR","No","No","No","Yes","Yes","Don't know","Yes","Yes","Very easy","Yes","Yes","Some of them","No","No","Yes","Don't know","No"
"1037",29,"Female","United States","NJ","No","No","Yes","No","No","No","No","Don't know","Somewhat easy","Yes","Yes","Yes","Maybe","No","Maybe","Don't know","No"
"1038",27,"Male","United States","CA","No","No","No","Yes","Not sure","No","No","Yes","Very difficult","Yes","Don't know","No","No","Maybe","Maybe","No","No"
"1039",44,"Male","United States","FL","No","Yes","Yes","Yes","No","No","No","Yes","Somewhat difficult","No","Don't know","No","No","No","No","Don't know","No"
"1040",25,"Male","United States","UT","No","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","Don't know","No","No","Maybe","Maybe","Don't know","No"
"1041",24,"Male","Germany",NA,"Yes","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","Yes","No","Maybe","No","Don't know","No"
"1042",25,"Male","South Africa",NA,"Yes","No","No","No","No","No","No","Yes","Don't know","Yes","Don't know","Yes","No","No","Maybe","No","Yes"
"1043",34,"Male","United States","NJ","No","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"1044",26,"Male","United States","PA","No","No","No","No","Yes","No","Don't know","Don't know","Somewhat difficult","No","Yes","Yes","No","Maybe","No","Don't know","No"
"1045",48,"Male","United States","IN","No","No","No","No","Yes","Yes","Yes","Yes","Don't know","No","Yes","Yes","No","Maybe","Maybe","Don't know","No"
"1046",34,"Male","Greece",NA,"No","No","Yes","Yes","No","No","No","Don't know","Very difficult","No","No","No","No","Yes","Maybe","No","No"
"1047",39,"Female","United States","OH","No","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","Maybe","No","No"
"1048",43,"Male","United States","OH","No","No","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","No","Yes","No","No","Maybe","No","Don't know","No"
"1049",41,"Male","United States","IL","No","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","Yes","No","No","Maybe","No","Yes","Yes"
"1050",25,"Male","United States","IN","No","No","No","No","No","No","No","Don't know","Don't know","No","Don't know","Yes","No","No","No","Don't know","No"
"1051",31,"Male","United States","CA","No","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","Yes","No","No","Maybe","Maybe","No","No"
"1052",40,"Male","United States","WA","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","Yes","Maybe","No","Yes"
"1053",43,"Male","United States","VA","Yes","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"1054",27,"Female","United States","WA","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","Yes","Yes","Some of them","No","Maybe","Maybe","No","Yes"
"1055",37,"Female","United States","NJ","Yes","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","Yes","Maybe","Don't know","No"
"1056",32,"Male","Netherlands",NA,"No","Yes","No","Yes","No","No","No","Yes","Very difficult","Yes","No","Yes","No","Maybe","Maybe","No","No"
"1057",25,"Male","United States","UT","Yes","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","No","Yes","No","Maybe","Maybe","No","No"
"1058",29,"Male","Netherlands",NA,"Yes","No","No","Yes","Not sure","Don't know","Yes","Don't know","Very difficult","Yes","Don't know","Yes","Maybe","No","No","Yes","No"
"1059",30,"Female","United States","TN","Yes","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","Yes","Maybe","No","No"
"1060",34,"Female","Canada",NA,"Yes","No","No","No","No","Yes","Don't know","Don't know","Somewhat easy","Yes","Don't know","Some of them","No","No","No","Yes","No"
"1061",32,"Male","United Kingdom",NA,"Yes","No","No","No","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Some of them","No","Maybe","Maybe","No","No"
"1062",37,"Male","Germany",NA,"No","No","No","Yes","No","No","No","Yes","Very easy","No","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"1063",41,"Male","Germany",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","Don't know","Yes","No","No","No","Yes","No"
"1064",38,"Male","United States","IN","Yes","No","No","No","Not sure","Yes","Yes","Don't know","Don't know","No","Yes","No","No","Yes","No","No","No"
"1065",32,"Male","United States","IN","No","No","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Yes","Yes","Yes","No","No","Maybe","Don't know","No"
"1066",28,"Female","United States","CA","Yes","No","No","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","Yes","No"
"1067",43,"Male","United States","TX","Yes","No","No","No","Yes","No","Don't know","Don't know","Somewhat easy","No","Yes","Some of them","No","Maybe","Maybe","No","No"
"1068",32,"Male","United States","TN","Yes","No","No","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","Yes","No","Yes","Yes","No","No"
"1069",25,"Male","United States","WA","No","No","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Yes","Yes","No","No","Yes","No","Yes","No"
"1070",37,"Male","United States","UT","No","No","No","Yes","No","No","Yes","Yes","Very easy","Yes","Yes","Yes","No","No","No","Yes","No"
"1071",36,"Male","United States","AL","No","Yes","No","No","Yes","No","No","No","Very difficult","Yes","No","No","No","No","No","No","Yes"
"1072",24,"Male","United States","WI","Yes","No","Yes","Yes","No","No","No","Don't know","Very easy","Yes","Don't know","Yes","Maybe","No","Yes","Yes","No"
"1073",40,"Male","United States","WA","Yes","No","No","Yes","Not sure","Yes","Don't know","Don't know","Somewhat difficult","Yes","Yes","Some of them","No","Maybe","Maybe","Don't know","Yes"
"1074",29,"Male","United States","WI","No","No","No","No","Not sure","Yes","Don't know","Yes","Somewhat easy","No","Don't know","Yes","No","No","Maybe","Yes","No"
"1075",43,"Male","United States","NY","No","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","Some of them","No","No","No","Yes","No"
"1076",29,"Male","United States","NY","No","No","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","No","Yes","Yes","Maybe","Maybe","Yes","Don't know","No"
"1077",26,"Male","United States","OH","Yes","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","Don't know","No"
"1078",33,"Female","Canada",NA,"Yes","Yes","Yes","Yes","Yes","No","No","No","Very difficult","Yes","No","No","No","Yes","Maybe","No","Yes"
"1079",35,"Female","United States","WA","Yes","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","Don't know","Some of them","No","No","No","Yes","No"
"1080",45,"Male","United States","CA","No","No","Yes","Yes","No","No","No","Don't know","Don't know","No","Yes","No","No","Yes","Maybe","Don't know","No"
"1081",25,"Male","United States","SC","No","No","Yes","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","No","Maybe","Maybe","Don't know","No"
"1082",50,"Male","France",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Yes","No","Maybe","No","Don't know","No"
"1083",26,"Male","Australia",NA,"Yes","No","No","Yes","No","Don't know","Don't know","Don't know","Very easy","Yes","No","Yes","Maybe","No","Yes","Yes","No"
"1084",33,"Female","United States","CA","No","No","No","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","Yes","No","No","Yes","Maybe","Don't know","No"
"1085",30,"Male","India",NA,"No","No","No","Yes","No","No","No","No","Very easy","No","No","Some of them","Maybe","Maybe","Maybe","Don't know","No"
"1086",33,"Male","Croatia",NA,"Yes","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","Yes","Yes","Yes","Maybe","No","Maybe","Yes","No"
"1087",29,"Male","France",NA,"No","No","No","Yes","No","No","No","Yes","Somewhat easy","Yes","Yes","Some of them","No","Maybe","Yes","No","No"
"1088",37,"Male","Germany",NA,"No","No","Yes","Yes","Not sure","No","No","Don't know","Don't know","No","No","No","Maybe","Maybe","Yes","Don't know","No"
"1089",25,"Male","United States","MN","Yes","No","Yes","Yes","No","Don't know","Don't know","Don't know","Very easy","Yes","Don't know","Yes","Maybe","No","Yes","Don't know","No"
"1090",40,"Male","United States","WA","No","No","No","No","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"1091",24,"Male","Canada",NA,"No","No","No","Yes","Yes","No","No","Yes","Don't know","No","Yes","No","No","Maybe","Maybe","Don't know","Yes"
"1092",40,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","Don't know","Don't know","Very easy","Yes","Don't know","Some of them","No","Maybe","Maybe","Don't know","No"
"1093",46,"Male","United States","PA","Yes","No","No","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Yes","Maybe","Don't know","No"
"1094",38,"Male","United States","NY","Yes","No","No","No","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Yes","No","Yes","Yes","Don't know","No"
"1095",34,"Male","United States","VT","No","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","No","No","Yes","No","Don't know","No"
"1096",32,"Male","United Kingdom",NA,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","No","Yes","No","No","Yes","No","Yes"
"1097",44,"Male","United Kingdom",NA,"No","No","No","No","No","No","Yes","Don't know","Don't know","Yes","No","Some of them","No","Maybe","No","No","No"
"1098",33,"Female","United Kingdom",NA,"No","No","No","Yes","Not sure","No","Don't know","Don't know","Very easy","Yes","Don't know","Some of them","No","Maybe","Maybe","No","No"
"1099",45,"Female","United States","MI","No","No","No","No","No","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","No","Maybe","Don't know","No"
"1100",35,"Male","United States","NY","No","No","No","Yes","Not sure","Don't know","Don't know","Yes","Don't know","No","Don't know","No","No","No","No","Yes","No"
"1101",26,"Male","Germany",NA,"Yes","Yes","No","Yes","No","No","No","Don't know","Don't know","Yes","No","Yes","Maybe","Maybe","Yes","No","Yes"
"1102",20,"Female","United States","NY","No","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","Maybe","No","Maybe","Don't know","No"
"1103",37,"Male","Netherlands",NA,"Yes","No","No","Yes","No","No","No","Yes","Somewhat easy","No","No","Yes","No","Maybe","Maybe","Yes","No"
"1104",28,"Male","United States","MI","No","No","No","No","No","No","No","Yes","Somewhat easy","No","Yes","No","No","Maybe","Yes","No","No"
"1105",42,"Female","United States","WA","Yes","No","No","No","Yes","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Yes","Yes","No","No"
"1106",32,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Maybe","No","Don't know","Yes"
"1107",36,"Female","United States","TN","Yes","No","Yes","Yes","Yes","No","No","Yes","Somewhat easy","Yes","Yes","No","No","Maybe","No","Don't know","No"
"1108",27,"Male","New Zealand",NA,"No","No","No","Yes","Yes","No","Yes","No","Somewhat difficult","No","No","No","No","Yes","Maybe","No","Yes"
"1109",27,"Male","New Zealand",NA,"No","No","No","Yes","Yes","No","Yes","No","Somewhat difficult","No","No","No","No","Yes","Maybe","No","Yes"
"1110",27,"Male","United Kingdom",NA,"No","No","No","No","No","No","No","Yes","Somewhat easy","Yes","No","Yes","Maybe","Maybe","Maybe","No","No"
"1111",25,"Male","United Kingdom",NA,"Yes","No","Yes","Yes","No","No","No","Yes","Very easy","Yes","No","Yes","No","No","Maybe","Yes","No"
"1112",41,"Male","United Kingdom",NA,"Yes","No","No","Yes","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Maybe","Maybe","Maybe","Don't know","No"
"1113",23,"Male","Germany",NA,"Yes","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","Yes","Don't know","No","No","Maybe","No","Don't know","No"
"1114",21,"Male","United Kingdom",NA,"No","No","No","No","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Maybe","No","Don't know","No"
"1115",26,"Male","Moldova",NA,"No","No","No","Yes","Yes","No","No","Yes","Very difficult","Yes","No","Yes","Yes","No","Yes","Don't know","No"
"1116",29,"Male","Sweden",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","Yes","Don't know","Yes"
"1117",28,"Male","Belgium",NA,"No","No","No","No","No","No","No","Don't know","Somewhat easy","No","No","No","No","Yes","No","Don't know","Yes"
"1118",27,"Female","United Kingdom",NA,"Yes","No","No","No","Yes","No","No","Yes","Don't know","No","No","No","No","Maybe","Yes","Yes","No"
"1119",23,"Male","Israel",NA,"No","No","No","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","No","No","Yes","Yes","No"
"1120",26,"Female","United States","NY","Yes","No","Yes","Yes","No","No","No","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","No"
"1121",38,"Male","United Kingdom",NA,"Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","No","Yes","Maybe","No","Yes","Don't know","No"
"1122",39,"Male","United Kingdom",NA,"Yes","No","No","No","No","No","No","Yes","Very easy","Yes","No","Yes","Maybe","Maybe","Maybe","Yes","No"
"1123",35,"Male","United States","IN","Yes","No","No","No","Yes","No","Yes","Don't know","Somewhat easy","Yes","Yes","Some of them","No","Yes","Yes","Don't know","No"
"1124",32,"Male","United States","NC","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"1125",32,"Male","United States","CA","No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Yes","Yes","Some of them","No","Maybe","No","Don't know","Yes"
"1126",26,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Yes","Maybe","Don't know","No"
"1127",38,"Male","Canada",NA,"Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","Yes","No","No","Maybe","No","No"
"1128",34,"Female","United Kingdom",NA,"Yes","No","No","No","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
